18,0.0235,0.986571,0.209424
33,0.02643,0.982787,0.207471
49,0.025209,0.981078,0.203809
64,0.024721,0.977416,0.204297
87,0.022401,0.974974,0.204908
102,0.025453,0.986694,0.210157
118,0.023744,0.996338,0.213209
134,0.02057,1.000244,0.214308
149,0.020814,1,0.215162
165,0.022279,0.982055,0.203687
187,0.025575,0.991333,0.202222
203,0.021058,0.989868,0.205884
218,0.021303,0.981566,0.205518
234,0.019838,0.992919,0.210035
249,0.022157,0.997925,0.212598
265,0.023378,0.990234,0.208692
287,0.022523,0.983886,0.207349
303,0.025575,0.992675,0.214552
318,0.02057,0.977171,0.205274
334,0.021913,0.992553,0.210157
349,0.020326,0.98059,0.209424
365,0.024599,0.989868,0.210401
387,0.025331,0.986694,0.20918
403,0.02289,0.993774,0.210157
419,0.02411,0.984984,0.206495
434,0.023866,0.989623,0.208692
450,0.023622,0.978881,0.208204
466,0.019349,0.987182,0.20918
488,0.025697,0.990722,0.210401
515,0.022401,0.987548,0.207105
531,0.024843,0.979735,0.208814
546,0.029116,0.988525,0.212476
562,0.020692,0.984496,0.209546
588,0.026308,0.988769,0.211622
603,0.025941,0.987914,0.20625
619,0.018617,0.986327,0.207959
635,0.0235,0.986449,0.207349
650,0.029604,0.986205,0.205518
666,0.021425,0.991699,0.209058
688,0.017274,0.979125,0.209302
704,0.026918,0.98474,0.207227
720,0.024354,0.987548,0.212598
735,0.020082,0.988647,0.205518
751,0.023256,0.993164,0.202222
766,0.021913,0.985961,0.207593
788,0.0235,0.983153,0.211622
804,0.021913,0.986205,0.209058
819,0.024477,0.988158,0.207837
835,0.02289,0.984374,0.209302
851,0.0235,0.986571,0.210035
866,0.02289,0.982543,0.207715
888,0.023256,0.990966,0.212843
904,0.021425,0.988647,0.208082
920,0.022523,0.989379,0.208204
935,0.020448,0.991699,0.209669
951,0.021913,0.984984,0.211744
966,0.020326,0.989257,0.206006
989,0.025209,0.987426,0.207715
1004,0.021669,0.990112,0.208326
1020,0.019227,0.992187,0.210889
1036,0.019716,0.984252,0.208936
1051,0.019227,0.988281,0.206983
1067,0.021791,0.984008,0.209669
1089,0.020082,0.987792,0.211866
1104,0.022035,0.986571,0.208692
1120,0.022035,0.986571,0.205762
1135,0.023134,0.98767,0.206739
1151,0.021791,0.984008,0.205884
1167,0.023866,0.989135,0.20857
1189,0.019227,0.990478,0.203809
1205,0.022645,0.984984,0.20918
1220,0.022768,0.987792,0.20564
1236,0.0235,0.984496,0.205396
1252,0.025331,0.988403,0.211011
1267,0.021547,0.988281,0.205762
1289,0.023378,0.986938,0.209669
1305,0.022035,0.987914,0.208326
1321,0.020326,0.988647,0.214063
1336,0.021425,0.986083,0.208692
1352,0.022523,0.988647,0.205762
1367,0.022523,0.987182,0.203565
1390,0.024232,0.990844,0.20918
1405,0.023866,0.984496,0.207227
1421,0.021547,0.993042,0.206128
1436,0.02289,0.991455,0.210645
1452,0.021913,0.984496,0.206372
1468,0.023622,0.985229,0.206861
1489,0.024599,0.981933,0.207959
1505,0.024477,0.989135,0.208936
1520,0.024843,0.989257,0.210157
1536,0.027651,0.992309,0.20503
1552,0.018617,0.981688,0.207349
1568,0.025819,0.985839,0.203931
1589,0.028627,0.990112,0.204908
1605,0.025575,0.990722,0.208692
1621,0.023866,0.981444,0.207959
1636,0.022768,0.988769,0.211256
1652,0.025453,0.979003,0.209791
1667,0.021058,0.994262,0.210279
1689,0.021547,0.979003,0.206617
1705,0.02289,0.992431,0.209302
1721,0.022523,0.987304,0.20857
1736,0.021669,0.987304,0.206983
1752,0.0235,0.991699,0.209546
1767,0.022768,0.983886,0.206372
1789,0.022523,0.988769,0.207593
1805,0.019716,0.987792,0.205396
1821,0.024965,0.986327,0.208814
1836,0.025209,0.988525,0.208448
1852,0.025087,0.985473,0.210035
1867,0.027162,0.992919,0.207349
1889,0.024599,0.984496,0.207227
1905,0.02289,0.982787,0.206739
1920,0.020936,0.987792,0.215284
1936,0.023256,0.989868,0.207593
1952,0.020936,0.989257,0.210767
1967,0.023378,0.976439,0.207715
1989,0.02411,0.992065,0.212965
2005,0.022035,0.9812,0.208692
2021,0.024354,0.986816,0.207837
2036,0.023012,0.984496,0.209424
2052,0.025819,0.989013,0.210279
2068,0.024232,0.987182,0.206128
2089,0.025209,0.986694,0.209424
2105,0.021669,0.987182,0.205396
2121,0.024477,0.987304,0.20918
2137,0.02704,0.98413,0.210767
2152,0.024232,0.985839,0.211011
2168,0.02411,0.990356,0.210523
2189,0.022523,0.984008,0.210035
2205,0.023012,0.990966,0.210767
2221,0.020448,0.98999,0.209669
2236,0.023256,0.986694,0.206861
2252,0.021669,0.991821,0.208204
2268,0.019593,0.985229,0.207349
2289,0.022523,0.988281,0.209058
2305,0.022279,0.988158,0.20918
2321,0.024843,0.987304,0.208936
2337,0.022523,0.989623,0.211133
2352,0.021181,0.983153,0.208082
2368,0.023744,0.988158,0.209302
2390,0.022401,0.989013,0.206739
2405,0.021547,0.983031,0.204785
2421,0.023988,0.984374,0.206983
2437,0.024721,0.984618,0.205518
2452,0.020204,0.988403,0.207471
2468,0.024477,0.978881,0.207349
2490,0.02411,0.991333,0.206739
2505,0.017274,0.983153,0.206617
2521,0.020082,0.983153,0.20625
2537,0.022279,0.986449,0.206372
2552,0.024477,0.98767,0.208204
2568,0.023134,0.985961,0.211866
2590,0.022279,0.984862,0.209913
2605,0.024477,0.993286,0.207593
2621,0.021913,0.98352,0.209791
2637,0.026308,0.981444,0.210889
2652,0.024232,0.988891,0.204908
2668,0.022279,0.985229,0.208204
2690,0.022035,0.987304,0.209058
2706,0.023134,0.988036,0.209791
2721,0.025819,0.98474,0.208936
2737,0.023622,0.982909,0.205762
2753,0.023622,0.988281,0.210035
2768,0.024354,0.99353,0.20503
2791,0.020082,0.990966,0.211011
2806,0.022523,0.979979,0.208692
2822,0.025331,0.984618,0.207837
2837,0.022768,0.985595,0.205762
2853,0.023988,0.988281,0.208204
2868,0.018861,0.98767,0.206983
2891,0.023378,0.989623,0.207593
2907,0.025087,0.984618,0.208692
2922,0.023866,0.984496,0.210035
2938,0.023744,0.985229,0.205396
2953,0.02411,0.985839,0.206861
2969,0.023134,0.985961,0.207349
2991,0.02057,0.986694,0.207349
3007,0.021791,0.987548,0.207227
3022,0.022523,0.987548,0.212232
3038,0.025819,0.986571,0.207227
3053,0.022401,0.982299,0.206128
3069,0.023378,0.988525,0.209669
3091,0.020692,0.984374,0.206372
3107,0.021669,0.982909,0.206861
3122,0.022768,0.986327,0.208204
3138,0.0235,0.986327,0.207959
3154,0.021303,0.988036,0.210523
3169,0.025087,0.98767,0.208814
3191,0.026308,0.986816,0.208692
3207,0.023866,0.991455,0.20625
3222,0.023134,0.982909,0.212965
3238,0.023622,0.992553,0.207593
3254,0.021669,0.987182,0.208814
3269,0.021791,0.982299,0.210279
3291,0.023134,0.985229,0.206495
3307,0.026918,0.98413,0.209913
3322,0.023256,0.990112,0.210157
3338,0.025941,0.983886,0.209424
3354,0.01996,0.994384,0.210157
3369,0.026186,0.986205,0.208082
3391,0.024599,0.985229,0.207349
3407,0.023622,0.987548,0.210889
3422,0.023622,0.991455,0.20564
3438,0.021425,0.986327,0.206372
3453,0.022035,0.995239,0.206006
3469,0.0235,0.990112,0.210889
3491,0.023012,0.995605,0.206617
