22,0.107245,1.023195,-0.243606
44,0.111518,1.019044,-0.240676
60,0.113593,1.016358,-0.239089
75,0.11225,1.013917,-0.240798
91,0.114082,1.01648,-0.241775
106,0.115913,1.017823,-0.243606
122,0.116889,1.015626,-0.247879
144,0.118721,1.011353,-0.251907
160,0.120552,0.998047,-0.245804
175,0.12458,1.014039,-0.245682
191,0.130562,0.983764,-0.258744
206,0.133126,0.989623,-0.2585
222,0.133736,0.992431,-0.263261
244,0.144357,0.999146,-0.258378
260,0.161204,0.995849,-0.240188
275,0.162302,0.996582,-0.241653
291,0.179637,1.023195,-0.2397
307,0.199414,1.040408,-0.236159
322,0.23445,1.077519,-0.24031
344,0.272783,1.096319,-0.239456
360,0.341879,1.119514,-0.218458
375,0.370689,1.09461,-0.188183
391,0.393884,1.121956,-0.160715
407,0.36837,1.137582,-0.159617
422,0.333822,1.108161,-0.184643
444,0.320515,1.074223,-0.201489
460,0.326131,1.018678,-0.233108
476,0.31612,1.018434,-0.236282
491,0.316975,0.99707,-0.240188
507,0.339559,1.00232,-0.212843
522,0.3431,1.115364,-0.153391
544,0.331258,1.142343,-0.134224
560,0.26143,1.177135,-0.127632
576,0.220289,1.052371,-0.184276
591,0.208936,1.029054,-0.190502
607,0.208692,1.033694,-0.190869
622,0.208814,1.034914,-0.191479
644,0.20503,1.015992,-0.201611
660,0.090521,0.883049,-0.252152
675,0.064884,0.906488,-0.285357
691,0.092718,1.129769,-0.260819
707,-0.005799,1.008667,-0.30611
723,0.02289,1.168711,-0.296588
744,-0.033266,0.99646,-0.400842
760,-0.011536,0.827748,-0.445401
776,0.006531,0.766465,-0.500824
791,-0.105292,0.953366,-0.499969
807,-0.097113,0.989135,-0.485931
822,0.098822,0.722517,-0.576512
844,0.086736,0.829579,-0.568211
860,-0.049869,0.766221,-0.711896
876,-0.08344,0.737899,-0.785753
891,-0.080266,0.806018,-0.808948
907,-0.092108,0.666972,-0.710676
922,-0.073064,0.542575,-0.739852
945,-0.04523,0.360923,-0.820179
960,-0.087347,0.301471,-0.90246
976,-0.067448,0.264603,-0.897211
991,0.015931,0.261063,-0.876579
1007,-0.00763,0.234084,-0.83605
1022,-0.007019,0.161082,-0.837759
1045,0.010682,0.056095,-0.825063
1060,-0.039736,0.110297,-0.744735
1076,0.067936,0.099799,-0.910151
1091,0.096869,0.276811,-0.900995
1107,0.071477,0.477385,-0.848624
1123,0.000916,0.425868,-0.822377
1145,-0.104315,0.265702,-0.780993
1160,-0.129586,-0.18977,-0.896234
1176,-0.087957,-0.33138,-0.90893
1191,0.002625,-0.127876,-0.842398
