You entered a buffer length of 3,,,,,,,
RAW,0.016786,0.968626,0.227004, AVG ,0.014426,0.967731,0.22916
RAW,0.01471,0.973143,0.229934, AVG ,0.014141,0.96944,0.22973
RAW,0.012269,0.968992,0.229201, AVG ,0.014588,0.970254,0.228713
RAW,0.018251,0.96887,0.229934, AVG ,0.015077,0.970335,0.22969
RAW,0.015321,0.969725,0.23091, AVG ,0.01528,0.969196,0.230015
RAW,0.011414,0.961057,0.229689, AVG ,0.014995,0.966551,0.230178
RAW,0.013245,0.983642,0.227248, AVG ,0.013327,0.971475,0.229282
RAW,0.0141,0.96594,0.233474, AVG ,0.01292,0.970213,0.230137
RAW,0.012147,0.95532,0.227614, AVG ,0.013164,0.968301,0.229445
RAW,0.017518,0.973509,0.228591, AVG ,0.014588,0.964923,0.229893
RAW,0.008973,0.961057,0.230422, AVG ,0.012879,0.963295,0.228876
RAW,0.013856,0.965208,0.234328, AVG ,0.013449,0.966591,0.231114
RAW,0.013123,0.963987,0.223341, AVG ,0.011984,0.963417,0.229364
RAW,0.017762,0.971068,0.231154, AVG ,0.014914,0.966754,0.229608
RAW,0.0141,0.966184,0.22798, AVG ,0.014995,0.96708,0.227492
RAW,0.014832,0.967405,0.22383, AVG ,0.015565,0.968219,0.227655
RAW,0.009705,0.968382,0.226515, AVG ,0.012879,0.967324,0.226108
RAW,0.045718,0.987426,0.194775, AVG ,0.023418,0.974404,0.21504
RAW,0.068547,0.981566,0.20503, AVG ,0.041323,0.979125,0.208773
RAW,0.010804,0.970335,0.241653, AVG ,0.04169,0.979776,0.213819
RAW,0.01996,0.969603,0.209669, AVG ,0.033104,0.973835,0.218784
RAW,0.009217,0.986449,0.187939, AVG ,0.013327,0.975462,0.213087
RAW,-0.069035,0.938229,0.276689, AVG ,-0.013286,0.96476,0.224766
RAW,-0.066471,0.932003,0.336629, AVG ,-0.042096,0.952227,0.267086
RAW,0.015321,0.969114,0.228346, AVG ,-0.040062,0.946449,0.280555
RAW,0.022645,0.96594,0.224074, AVG ,-0.009502,0.955686,0.263016
RAW,0.018006,0.974486,0.229445, AVG ,0.018657,0.969847,0.227288
RAW,0.014588,0.967283,0.228591, AVG ,0.018413,0.969236,0.22737
RAW,0.01703,0.969114,0.226515, AVG ,0.016541,0.970294,0.228184
RAW,0.016541,0.964231,0.22798, AVG ,0.016053,0.966876,0.227695
RAW,0.013856,0.964842,0.227004, AVG ,0.015809,0.966062,0.227166
RAW,0.017518,0.969481,0.230178, AVG ,0.015972,0.966185,0.228387
RAW,0.014344,0.969603,0.22383, AVG ,0.015239,0.967975,0.227004
RAW,0.019471,0.965452,0.225294, AVG ,0.017111,0.968179,0.226434
RAW,0.012879,0.965696,0.235061, AVG ,0.015565,0.966917,0.228062
RAW,-0.016542,0.966062,0.252884, AVG ,0.005269,0.965737,0.237746
RAW,0.007752,0.96472,0.233962, AVG ,0.001363,0.965493,0.240636
RAW,0.026186,0.970091,0.213209, AVG ,0.005799,0.966958,0.233352
RAW,0.023378,0.968504,0.219923, AVG ,0.019105,0.967772,0.222365
RAW,0.024843,0.970823,0.214063, AVG ,0.024802,0.969806,0.215732
RAW,0.014832,0.975218,0.224074, AVG ,0.021018,0.971515,0.219353
RAW,0.005799,0.972288,0.232497, AVG ,0.015158,0.972776,0.223545
RAW,0.003113,0.967649,0.234328, AVG ,0.007915,0.971718,0.2303
RAW,0.053165,0.966917,0.212843, AVG ,0.020692,0.968951,0.226556
RAW,0.013856,0.966184,0.225539, AVG ,0.023378,0.966917,0.224237
RAW,0.016175,0.963255,0.229934, AVG ,0.027732,0.965452,0.222772
RAW,0.015077,0.967039,0.229445, AVG ,0.015036,0.965493,0.228306
RAW,0.013612,0.96533,0.231276, AVG ,0.014955,0.965208,0.230218
RAW,0.013368,0.96594,0.224318, AVG ,0.014019,0.966103,0.228346
RAW,0.011536,0.96887,0.224684, AVG ,0.012839,0.966713,0.226759
RAW,0.011903,0.965696,0.221876, AVG ,0.012269,0.966835,0.223626
RAW,0.015321,0.972288,0.228469, AVG ,0.01292,0.968951,0.22501
RAW,0.010438,0.960813,0.229445, AVG ,0.012554,0.966266,0.226597
RAW,0.021913,0.986205,0.234084, AVG ,0.015891,0.973102,0.230666
RAW,0.020204,0.955197,0.228957, AVG ,0.017518,0.967405,0.230829
RAW,0.02289,0.974974,0.22383, AVG ,0.021669,0.972125,0.228957
RAW,0.014344,0.957395,0.225783, AVG ,0.019146,0.962522,0.22619
RAW,0.02289,0.972777,0.221388, AVG ,0.020041,0.968382,0.223667
